Date,Open,High,Low,Close,Volume
2021-03-16,76.6738,76.8909,75.2884,75.5154,6155915.2207369
2021-03-17,75.7277,77.06,75.5831,76.7898,6927147.6746261
2021-03-18,76.4616,77.1366,75.1677,75.2265,6313349.3542633
2021-03-19,75.2836,75.8092,73.4687,75.6304,15565893.609392
2021-03-22,75.6304,75.8042,73.9237,74.2421,7726187.5279968
2021-03-23,73.6142,74.4818,72.3978,72.5618,8584381.970075
2021-03-24,73.5759,75.1194,72.9194,72.9194,8001286.5931338
2021-03-25,72.4853,74.9642,72.0303,74.8296,6588837.2059679
2021-03-26,74.7146,75.535,73.9041,75.4476,6417346.7078182
2021-03-29,75.5831,76.2396,74.8296,74.974,7394208.5809028
2021-03-30,74.917,75.7177,74.5703,75.1096,5739874.9182231
2021-03-31,75.1283,75.4997,74.3668,74.58,6219952.0323899
2021-04-01,74.9072,75.0909,74.247,74.5889,6388811.6057295
2021-04-05,75.148,75.7177,74.8394,75.1971,5841332.9458974
2021-04-06,74.8885,75.371,74.5112,74.8099,8795507.3250439
2021-04-07,74.7903,75.3896,74.3668,74.8983,5527361.3305885
2021-04-08,74.4444,74.8591,73.8254,74.7814,5224924.0560424
2021-04-09,75.8042,76.1324,74.9456,75.5636,5619092.56971
2021-04-12,75.5253,76.0755,75.4093,75.9782,5683712.5612144
2021-04-13,75.2836,75.3611,74.0691,74.9937,5689030.387958
2021-04-14,75.2836,75.9448,75.0595,75.2452,5030670.2061319
2021-04-15,75.4378,75.5537,74.2981,75.255,5290718.5493769
2021-04-16,75.8534,75.8534,74.3668,75.4957,7905013.0648722
2021-04-19,75.3995,75.988,75.0291,75.8534,6491695.5234075
2021-04-20,75.0909,75.1971,73.4216,74.4061,9006573.6495914
2021-04-21,74.1339,76.1914,73.7399,76.1236,5374273.0573866
2021-04-22,76.2396,77.1278,75.8141,75.9978,6948749.7555131
2021-04-23,76.0656,77.9482,76.0656,77.7349,7399911.1231506
2021-04-26,78.1791,79.2117,77.9807,78.1791,12583809.036411
2021-04-27,79.8779,80.776,78.0632,79.9261,11482245.398394
2021-04-28,78.6419,80.2257,78.6419,80.1864,7422708.0611855
2021-04-29,80.6492,80.8811,79.6323,79.984,6462064.2874617
2021-04-30,79.6745,80.5028,79.482,80.3407,5818591.9849862
2021-05-03,80.8811,81.5041,80.38,81.2092,6039089.9459805
2021-05-04,81.1906,81.6445,80.2542,81.0167,9642842.2051403
2021-05-05,80.717,81.7211,80.717,81.1994,3417460.3917595
2021-05-06,81.8557,81.9432,80.6217,81.731,5080830.797723
2021-05-07,81.8557,82.9366,81.2092,82.7253,6274556.1898302
2021-05-10,83.8346,84.0085,81.9727,82.0788,9368901.3575793
2021-05-11,81.3066,82.2331,80.4477,81.3929,6950092.1887141
2021-05-12,81.2967,81.9048,79.3561,79.4151,6306466.2035901
2021-05-13,79.4338,81.3448,79.2795,80.8624,4880340.0784757
2021-05-14,81.5089,83.0732,81.4176,82.8894,5169566.7518479
2021-05-17,82.0985,83.5556,82.0985,83.5556,5242418.4338219
2021-05-18,83.1979,83.9319,82.3775,82.407,7706722.7554659
2021-05-19,81.8853,82.3008,80.6688,82.2429,9631886.9731653
2021-05-20,82.2812,83.078,81.6504,82.7568,10360730.495753
2021-05-21,83.359,84.5725,83.0682,83.3207,5977263.7218276
2021-05-24,83.981,84.4271,83.5045,83.9711,5266093.7038146
2021-05-25,84.1166,84.7475,83.4956,83.757,7833812.199162
2021-05-26,83.8258,84.2139,83.5045,83.9908,4970359.4353802
2021-05-27,85.9323,86.2331,85.1611,86.0384,10805697.740221
2021-05-28,85.8361,86.2527,85.4814,86.1367,4995613.2602589
2021-06-01,87.2038,87.3207,86.2625,86.4078,4431090.0751682
2021-06-02,86.6614,86.6614,85.8802,86.0581,4561773.2502005
2021-06-03,85.5531,86.3854,85.3359,86.1072,4205212.2037113
2021-06-04,86.0778,86.6515,85.9795,86.4374,4205007.6327686
2021-06-07,86.3882,86.5631,85.9126,86.3882,5864088.1555311
2021-06-08,86.6122,87.1752,86.1839,86.8539,4919707.2628672
2021-06-09,86.7674,86.9718,86.2428,86.2722,4731739.1350561
2021-06-10,87.1939,87.3688,85.6022,85.6887,4970495.8160086
2021-06-11,86.1269,86.3882,85.6071,86.2331,4204643.2725822
2021-06-14,86.1466,86.6024,85.6848,86.1466,6101914.5984657
2021-06-15,86.3687,87.1891,86.2231,86.8068,5496140.3443322
2021-06-16,86.6418,86.8352,85.3978,85.8635,8273823.9415408
2021-06-17,85.9126,86.1563,83.8159,84.6019,7704193.6072443
2021-06-18,83.4072,84.2139,83.136,83.4268,10697567.239412
2021-06-21,84.2326,85.5826,84.0095,85.447,5249763.6502064
2021-06-22,85.1365,85.5059,84.3396,84.8447,4274092.563206
2021-06-23,84.883,85.0677,84.0576,84.0871,3629801.9769597
2021-06-24,84.651,84.651,83.7521,84.3308,5494605.5533791
2021-06-25,84.5047,84.8643,84.1658,84.204,6808832.3906155
2021-06-28,83.8837,83.8936,82.3008,82.6408,5910112.5465698
2021-06-29,82.9032,83.3787,81.8931,81.9894,6691088.073266
2021-06-30,81.8931,83.1841,81.6986,82.8344,4886265.5114521
2021-07-01,82.9415,83.7471,82.796,83.7187,4020515.1754512
2021-07-02,83.9908,84.4762,83.3394,84.1845,4311310.2260507
2021-07-06,83.6509,83.981,82.4659,83.2618,4263695.0669354
2021-07-07,82.6988,83.5437,82.3588,83.3394,4250638.1484101
2021-07-08,82.1456,83.2863,81.5826,82.9612,4804893.0934976
2021-07-09,83.9908,84.2326,83.5241,83.8739,4692386.1993869
2021-07-12,83.078,83.8936,82.5533,83.7187,5627815.8411014
2021-07-13,83.6696,83.7374,82.7862,82.854,4732296.8707605
2021-07-14,82.7086,83.3934,82.009,82.4463,3775244.7928414
2021-07-15,81.6504,83.0437,81.5041,82.5141,3564173.3794643
2021-07-16,83.136,83.2618,80.883,81.1071,4144323.3419375
2021-07-19,79.4269,79.5822,77.4068,78.6979,9496865.0621697
2021-07-20,78.9415,82.6595,78.6694,82.3392,8172310.9545087
2021-07-21,82.7912,84.432,82.5828,84.0675,5559850.4531362
2021-07-22,83.7668,83.9908,82.7184,83.3296,4247621.49033
2021-07-23,84.2139,84.2139,83.1263,83.3207,2685805.7998
2021-07-26,83.2431,83.699,82.9415,83.4564,3872154.4247803
2021-07-27,85.0579,86.8639,84.8741,85.6611,8681566.3988027
2021-07-28,86.5337,86.5337,84.4281,84.6697,5681918.2399609
2021-07-29,86.0581,86.0778,84.9518,85.107,4259008.2550397
2021-07-30,84.8358,85.213,84.1461,84.4271,4576661.1295511
2021-08-02,84.6118,86.1662,83.9997,84.097,4170187.8263465
2021-08-03,84.1745,85.447,82.854,85.4175,4767549.2276833
2021-08-04,84.3495,84.8545,83.1645,83.3296,5444255.6573337
2021-08-05,83.9024,84.8928,83.6892,84.3593,3712350.932276
2021-08-06,84.9125,85.4273,84.6413,85.0383,3110482.8636052
2021-08-09,84.5341,84.8879,84.0193,84.5528,3363223.6478033
2021-08-10,84.661,85.5059,84.4762,85.107,2996184.7015386
2021-08-11,85.2622,86.0876,84.8928,86.0483,3836101.086107
2021-08-12,85.8361,86.0827,84.8397,85.4273,2900851.588954
2021-08-13,85.5432,85.5786,84.6118,84.7179,3142501.7783145
2021-08-16,84.204,84.7278,83.0869,84.6118,4012777.1014354
2021-08-17,83.8936,84.6363,83.1645,84.097,4119049.161741
2021-08-18,83.5536,84.3976,82.9316,82.9994,4383695.7712498
2021-08-19,82.3746,82.8727,81.0413,81.4176,5842438.2396475
2021-08-20,81.3586,82.5209,81.0756,82.1014,4609272.384005
2021-08-23,82.6192,83.5909,82.5504,82.9906,3447609.6705402
2021-08-24,83.137,84.0842,83.0289,83.4495,4864612.5422709
2021-08-25,83.6352,84.4359,83.0289,83.7422,3270992.6856328
2021-08-26,83.6734,83.811,82.5553,82.7951,2657609.6137507
2021-08-27,83.2048,84.1431,83.1754,83.42,3675611.6193968
2021-08-30,83.5074,83.5369,82.7361,82.8334,3006511.9719632
2021-08-31,82.687,83.4396,82.3843,82.7951,4063792.616369
2021-09-01,83.1655,83.1655,81.9746,82.1505,4206822.3093397
2021-09-02,82.2478,82.9807,82.179,82.58,3554024.2180694
2021-09-03,82.4237,82.6673,81.5639,81.7103,3379059.0671918
2021-09-07,81.4273,81.7103,80.4507,81.0756,5836875.1313258
2021-09-08,80.9096,81.5443,80.2945,80.9489,4004301.1471538
2021-09-09,81.0069,82.3942,80.8123,81.7202,4628524.443466
2021-09-10,82.2282,82.5013,80.8801,81.0756,3986072.9601721
2021-09-13,81.837,82.2773,80.8408,81.7005,4881135.9713969
2021-09-14,81.8567,81.8961,80.3525,80.8212,5378330.889966
2021-09-15,81.2515,83.0879,80.9096,82.9022,5808368.5266819
2021-09-16,82.971,83.1567,81.9354,82.0719,6047700.2453589
2021-09-17,81.6524,82.0621,80.4606,81.4568,23678977.713816
2021-09-20,80.0007,81.6612,79.6303,81.5148,8412163.7693182
2021-09-21,81.7398,82.1987,80.7534,81.1827,6040332.6381249
2021-09-22,82.0228,83.9673,81.671,83.2932,6381637.3740135
2021-09-23,83.5958,84.9832,83.527,84.7385,6047003.0757283
2021-09-24,84.5627,85.6376,84.3524,85.1395,4776698.94298
2021-09-27,85.6955,86.4188,85.2073,85.3153,4260937.9391558
2021-09-28,85.0804,85.6955,84.4654,84.827,5918650.5845703
2021-09-29,85.1492,85.784,84.6797,84.9734,3698362.7579669
2021-09-30,85.4617,85.4715,83.869,83.9673,5776859.5126804
2021-10-01,84.7876,85.892,84.1431,85.4518,5630361.2735771
2021-10-04,84.9832,85.9599,84.4261,85.6572,5620994.774147
2021-10-05,85.9599,87.4149,85.6955,86.6633,4935212.9261094
2021-10-06,86.1553,87.3227,85.4224,87.1998,4457489.9044321
2021-10-07,87.806,88.5332,87.6694,88.0596,3839884.1218975
2021-10-08,88.2059,88.7238,87.6597,88.5195,3422391.4674673
2021-10-11,88.6117,89.2612,87.7569,87.806,3120402.0099102
2021-10-12,87.5319,88.4604,87.0927,87.64,3484893.4881673
2021-10-13,87.7274,87.9131,86.2722,87.6007,3363503.5334214
2021-10-14,88.2256,88.3719,87.0436,87.1026,4325756.3950076
2021-10-15,87.7668,89.1737,87.5909,88.8121,4690372.0407025
2021-10-18,88.0113,89.0077,87.2489,88.6942,3991251.3529897
2021-10-19,88.8701,89.3634,88.3533,89.1149,4294650.4162961
2021-10-20,88.5872,89.7741,87.9917,89.554,4009552.819115
2021-10-21,89.2121,89.5443,88.4801,89.4862,4376507.2908113
2021-10-22,89.5443,90.1798,89.0658,89.7299,4259917.1199742
2021-10-25,89.5443,89.8478,88.597,89.1836,6095255.3562869
2021-10-26,86.2428,89.0755,84.9832,87.0927,9339013.6446309
2021-10-27,87.078,88.4604,86.6339,87.0927,4374809.6573168
2021-10-28,87.2883,87.7225,86.682,87.1222,4279390.034632
2021-10-29,86.9955,87.6744,86.458,86.7998,5326055.3808681
2021-11-01,86.8481,87.1222,85.9206,86.4973,4697905.5437757
2021-11-02,86.4776,86.7498,85.1729,85.7643,4662388.567723
2021-11-03,85.0029,86.7311,84.9341,86.6142,4246918.2141042
2021-11-04,86.2919,87.0239,85.7249,86.0178,3799852.3363837
2021-11-05,87.6881,89.1149,86.9955,89.0658,4433171.4064009
2021-11-08,89.1924,89.5443,88.2157,88.6068,4575238.2928452
2021-11-09,88.6068,88.9586,87.8837,88.8799,3453051.6647217
2021-11-10,88.9095,89.3212,88.0497,88.0891,3586338.2848853
2021-11-11,87.9917,88.3238,86.6339,86.9856,5112298.0833233
2021-11-12,87.1124,87.1811,86.5651,86.7998,3350884.2542262
2021-11-15,87.5515,87.5515,86.7803,87.2784,3504453.9306911
2021-11-16,87.1998,87.7372,86.7507,86.8392,4858884.5558759
2021-11-17,86.7016,86.9856,85.1689,85.4224,4003429.9395571
2021-11-18,85.6681,86.2575,84.8329,85.393,4454048.8379786
2021-11-19,84.7445,84.7445,83.5752,83.9387,5575574.9360436
2021-11-22,84.3121,86.1052,84.1845,85.2848,6941253.9097777
2021-11-23,85.7957,86.2084,85.226,85.786,6056863.1916122
2021-11-24,85.4126,85.9566,85.1669,85.6681,3526301.2931563
2021-11-26,82.1014,82.1309,79.9939,81.5512,7240029.2626734
2021-11-29,82.6221,82.9759,81.0795,81.4922,5938806.4201362
2021-11-30,80.6865,81.0599,78.8786,79.5074,8107554.5823757
2021-12-01,80.7062,80.7062,77.621,77.6701,8651215.602377
2021-12-02,78.6527,80.7946,78.1221,80.2345,6523005.0552958
2021-12-03,80.1854,80.6816,78.7215,79.6942,6146181.3078227
2021-12-06,80.8142,82.9169,80.2444,82.2979,5052527.7462558
2021-12-07,82.9562,84.3023,82.5828,83.526,5193573.8135187
2021-12-08,84.3416,86.12,84.3023,84.9901,6869383.3541159
2021-12-09,84.4988,85.0589,84.0272,84.656,4317231.5879635
2021-12-10,85.393,85.4617,84.2041,84.656,3352877.0398269
2021-12-13,83.9584,84.4399,82.5681,82.858,4248038.7743424
2021-12-14,82.1702,83.2608,81.7772,82.0424,6253952.5372753
2021-12-15,82.0031,82.2586,80.6374,81.9736,5484023.8414836
2021-12-16,82.7892,83.0446,81.0206,81.2564,4627149.4417567
2021-12-17,81.2564,81.5709,79.7531,80.8437,9066232.0324117
2021-12-20,79.6156,79.93,78.2989,79.6156,5932030.1348808
2021-12-21,80.2444,82.4551,80.2444,82.2193,7431653.2055396
2021-12-22,82.0228,83.2657,81.9736,82.6025,3921271.8063403
2021-12-23,83.0839,83.7127,83.0408,83.418,2697051.0950519
2021-12-27,83.2412,83.9043,82.7646,83.7521,2792662.057723
2021-12-28,83.5851,84.8427,83.3001,84.5184,3277321.1538993
2021-12-29,84.0862,84.5675,83.7324,84.3907,2122316.6648474
2021-12-30,84.5381,84.9901,84.1992,84.3023,2503099.521609
2021-12-31,84.2336,84.823,84.0075,84.5578,2715199.8962948
2022-01-03,84.5774,85.6189,84.5675,85.4518,5261745.8079583
2022-01-04,86.3362,88.5007,86.1691,88.4487,6151562.2360512
2022-01-05,88.6254,89.9323,87.8394,88.0066,6954976.4471911
2022-01-06,88.822,89.3427,88.0457,88.4878,5657994.6350926
2022-01-07,88.6845,89.7701,88.5175,88.8614,4921257.3203086
2022-01-10,89.0972,89.2051,87.6823,88.1636,4971004.6989507
2022-01-11,88.1735,89.2544,87.7117,89.1363,4610263.687976
2022-01-12,89.4115,89.947,89.2544,89.4802,4695091.4211064
2022-01-13,89.7848,90.846,89.3724,89.9617,5115658.7462721
2022-01-14,89.4606,90.8657,89.1363,90.7184,5075965.8767976
2022-01-18,89.7357,90.2958,88.7041,89.1659,6117522.0382963
2022-01-19,89.1463,89.7456,88.0163,88.1342,4974610.6434775
2022-01-20,88.3896,89.2485,86.7096,86.8175,5449781.1083177
2022-01-21,86.9748,87.2597,85.3045,85.6877,5950327.5299427
2022-01-24,84.2728,86.7587,83.3198,86.5818,9007706.4230203
2022-01-25,83.5163,89.6965,83.5163,88.7336,10561745.364431
2022-01-26,88.4093,89.9224,85.9431,87.4269,10003676.850576
2022-01-27,88.3504,89.8822,86.8569,87.7215,7123297.6223783
2022-01-28,87.4169,88.7926,85.953,88.7532,5982032.9727598
2022-01-31,88.0457,88.8318,87.4563,88.6157,6533761.8229233
2022-02-01,88.5272,89.3476,87.7117,89.1463,6674917.8089016
2022-02-02,88.7238,91.072,88.6746,90.9247,6084846.6645917
2022-02-03,90.5414,91.3619,90.0228,91.1899,7299156.371702
2022-02-04,90.7478,92.2608,90.5021,91.3865,6433700.1700417
2022-02-07,91.8287,93.0764,91.3865,92.3887,5020309.3494332
2022-02-08,92.1921,93.6512,91.249,93.4105,8318628.0312845
2022-02-09,94.3538,94.6387,93.8133,94.3243,5490749.2384447
2022-02-10,93.6561,95.2675,92.8996,93.4006,6650465.9835395
2022-02-11,93.5873,94.3734,92.4378,93.607,6648965.7966265
2022-02-14,93.8428,93.9312,91.2685,91.9366,6533273.295299
2022-02-15,91.9563,93.2435,91.9366,92.3984,4698358.449594
2022-02-16,92.369,93.607,92.2805,93.096,4641974.2196226
2022-02-17,92.3296,93.5087,91.8095,92.7129,5855572.5083801
2022-02-18,92.4967,93.3515,91.3668,91.7402,6661094.5126657
2022-02-22,91.9858,93.0863,91.1702,91.9072,5966315.6142138
2022-02-23,92.6539,92.8799,90.4432,90.6299,7025984.9551493
2022-02-24,91.3766,92.9978,87.7511,92.6048,9870844.153997
2022-02-25,92.7423,96.5583,92.5557,96.4073,8846720.286559
2022-02-28,97.2915,101.163,96.6823,100.907,17023239.702998
2022-03-01,100.976,102.518,100.396,100.937,12560132.748652
2022-03-02,100.416,100.72,98.0382,98.9818,13062584.428012
2022-03-03,99.2961,99.5811,96.9083,98.0874,8766546.7968158
2022-03-04,98.2053,98.2053,96.5153,97.8515,8871634.1776325
2022-03-07,99.5215,101.296,96.4073,96.476,12985632.167291
2022-03-08,96.2991,96.6822,93.0371,93.1944,9577788.6453694
2022-03-09,93.5873,97.3456,93.5873,96.8002,7226662.9433193
2022-03-10,96.4564,98.0579,95.9553,96.7905,5209328.8294024
2022-03-11,97.0558,98.0088,95.1102,95.2282,4431662.0595949
2022-03-14,95.4738,95.9553,93.7445,95.3461,5680899.4563111
2022-03-15,96.1714,96.3876,94.8843,95.9159,5513818.9377365
2022-03-16,95.3461,95.9307,92.4279,94.1278,8969610.4282178
2022-03-17,94.9138,96.0781,94.1572,96.0437,6653326.9234392
2022-03-18,96.2893,96.5644,94.6485,95.8177,10623975.64164
2022-03-21,96.1321,99.0618,96.0929,98.1955,6792226.5224529
2022-03-22,98.0579,99.8555,97.1835,99.6099,6155738.1294731
2022-03-23,99.394,100.691,99.3455,99.4628,4551232.2489403
2022-03-24,99.8853,100.416,99.3643,99.935,3963759.4609321
2022-03-25,100.219,101.172,100.141,100.642,3584330.2327962
2022-03-28,99.8953,100.376,99.1587,99.8167,4125295.1909709
2022-03-29,99.0895,99.6298,97.6364,99.3159,5127663.2948735
2022-03-30,99.8555,100.588,98.0186,99.0698,5259942.3268118
2022-03-31,97.547,99.1459,97.2719,97.3406,5603387.4243546
2022-04-01,98.0186,98.6959,97.2523,98.4215,3672725.23535
2022-04-04,98.3723,98.6474,96.8396,97.5667,3880402.399504
2022-04-05,97.7435,98.7555,96.8887,97.0852,4292079.5396733
2022-04-06,96.6038,97.547,96.4171,96.7414,5354300.4196798
2022-04-07,96.535,99.5026,96.1911,99.217,6260756.3022096
2022-04-08,100.199,100.947,98.3232,98.6474,4896850.2766452
2022-04-11,98.8829,101.153,98.8829,100.328,5809046.3587606
2022-04-12,100.396,102.161,100.289,100.809,4925144.1682193
2022-04-13,101.516,102.627,100.848,101.565,5446991.4120298
2022-04-14,102.076,103.148,101.86,102.45,4098941.1611715
2022-04-18,102.44,103.619,102.096,102.48,3942077.9943062
2022-04-19,102.617,103.815,102.341,102.725,4654082.580344
2022-04-20,103.835,104.169,102.46,103.138,4307405.0583539
2022-04-21,104.002,104.169,99.6298,99.9539,5898297.3024228
2022-04-22,99.6795,100.771,98.6189,98.7359,4766504.9998863
2022-04-25,98.107,98.1709,95.8668,97.8712,5712214.0770288
2022-04-26,95.2085,99.1874,95.0906,97.4585,7327082.849792
2022-04-27,97.488,98.1659,95.8963,97.1147,6749875.2484895
2022-04-28,97.2719,97.5273,95.2085,96.3679,6662937.6866815
2022-04-29,96.7511,97.1638,92.9585,93.2532,5987489.2156638
2022-05-02,92.8602,93.6659,90.784,92.5753,8010429.1840694
2022-05-03,93.5186,94.449,92.6735,93.7347,5711935.2091766
2022-05-04,93.3319,96.309,93.2926,96.0535,6270262.2355658
2022-05-05,96.0929,96.4859,93.7445,94.6387,6011421.9804251
2022-05-06,94.0393,94.3734,92.0841,93.6365,5389028.6271723
2022-05-09,92.8799,93.1354,89.6572,90.1484,6179735.0134851
2022-05-10,90.8263,92.2217,89.7653,90.0896,7660045.9764957
2022-05-11,89.6769,92.4888,89.2248,89.4115,6609254.6073661
2022-05-12,89.2642,90.8559,88.37,89.8832,6469150.9913118
2022-05-13,90.4432,90.9935,89.4999,90.3154,5562744.9793103
2022-05-16,90.6102,91.9072,90.2075,90.8657,5250151.4190082
2022-05-17,92.6834,93.4793,91.8678,93.2926,4526197.2437267
2022-05-18,92.6834,93.5382,90.6693,90.9935,5946914.9609337
2022-05-19,90.3213,91.3887,88.5027,89.2043,5296105.028133
2022-05-20,89.7875,90.1137,87.4015,89.0363,6662697.9493179
2022-05-23,89.5503,90.9538,88.9573,90.7661,4756423.4449097
2022-05-24,90.1433,92.3377,89.4219,92.1301,6001528.8494551
2022-05-25,92.2389,93.0098,91.5163,92.4761,3786000.4251711
2022-05-26,93.4249,94.7494,93.0197,93.8993,5610917.3458804
2022-05-27,94.5221,95.5994,94.0971,95.5895,3434021.5067302
2022-05-31,94.2552,94.8592,93.5337,94.0179,6554616.7541557
2022-06-01,94.8977,95.1645,93.0098,93.7115,4295860.5057256
2022-06-02,94.6605,95.1942,92.9703,95.125,3501104.7119126
2022-06-03,94.2552,95.5006,94.1876,95.2139,2870285.2333368
2022-06-06,95.8663,96.3605,95.2733,96.0837,3116448.2010339
2022-06-07,96.0541,99.5135,95.5401,99.3455,5700651.9835247
2022-06-08,98.5746,99.1676,97.8135,98.0804,6744725.2926437
2022-06-09,97.1908,98.021,96.1925,96.2518,4620814.3196989
2022-06-10,94.7099,95.5698,93.3563,94.3837,5683982.8602391
2022-06-13,92.4069,92.4464,90.3163,90.8847,5482962.9054704
2022-06-14,91.3591,91.6359,89.6789,90.2619,4024506.6846242
2022-06-15,91.0329,92.1103,89.7481,91.2109,4187745.9237542
2022-06-16,89.9951,90.1237,87.9787,88.4829,4570791.7740192
2022-06-17,88.4235,88.9623,86.5949,87.8503,7666058.5739175
2022-06-21,89.4911,92.2685,89.0661,91.8435,5902706.9293786
